N	P	K	temperature	humidity	ph	rainfall	label
36	65	20	27.05286997	55.32042084	5.691513744	137.0374271	pigeonpeas
1	35	34	30.79375683	46.69536813	6.27339822	92.21318555	mango
87	56	37	23.97207996	87.250094	6.767968829	186.4066479	jute
35	144	197	41.94865736	81.57406398	6.040407569	67.40718528	grapes
70	54	46	39.73149053	91.12220596	6.919342407	122.7628653	papaya
25	143	198	22.81212536	91.51861705	6.027314401	107.855225	apple
34	65	19	23.43974653	63.22011726	5.94239222	45.40277297	lentil
20	136	201	23.14125512	92.3109221	6.110882692	116.8803629	apple
71	46	40	20.2801937	82.1235421	7.236705436	191.9535738	rice
29	140	202	22.5422486	92.19933044	5.648208766	115.8047368	apple
80	48	40	24.60585858	86.54147062	6.119859412	184.2330681	jute
79	55	41	22.550288	82.22908928	6.17013563	232.4695949	rice
25	120	202	38.01521185	82.9434353	6.192590462	73.84456579	grapes
97	14	52	26.98603693	87.08277359	6.863437446	48.11810972	watermelon
86	70	46	29.21693097	75.17976634	5.505393833	101.2483659	banana
18	59	16	29.49014367	84.84748108	6.600495477	52.71236971	mungbean
35	77	78	20.37815425	16.37588584	8.868741443	72.02265371	chickpea
24	21	32	26.37732843	95.30551012	5.887408227	196.0896118	coconut
62	53	23	22.06745235	74.82913698	6.663605973	102.8288719	maize
40	14	44	22.71397525	86.99883284	6.350541442	103.3605801	pomegranate
20	17	35	29.79567138	94.42251903	6.2115145	166.2181295	coconut
27	72	17	28.98039357	57.23265151	6.347929353	120.7435664	pigeonpeas
71	37	45	23.09433785	85.34547444	6.622056842	189.2922516	jute
68	50	41	24.02190511	80.8838266	6.874823503	166.3304617	jute
20	72	15	26.50547977	64.14273159	7.518137704	46.06529556	lentil
21	44	21	29.16601556	89.99615558	6.476657252	46.84377586	mungbean
10	54	24	26.44617325	52.98543605	8.854800664	62.79542295	mothbeans
45	59	15	32.84026128	62.24071221	7.703025673	67.71960452	blackgram
96	16	54	25.24277074	83.5526205	6.383236661	55.80017677	watermelon
20	24	30	32.30654419	49.68183129	5.556586409	99.73994358	mango
100	28	33	27.92374437	56.36198392	7.407468761	165.941197	coffee
86	11	50	28.20714901	93.90259526	6.483981056	23.40873128	muskmelon
8	55	15	21.82917758	60.09116626	6.943993561	42.02593488	lentil
82	24	33	26.53543168	67.09608099	6.809593554	120.6494434	coffee
23	21	26	26.45488737	93.45042636	5.901495544	149.2220255	coconut
118	84	50	27.31966796	81.05914506	6.124316949	94.66960886	banana
27	65	22	25.00667441	60.09116626	6.370734618	35.03484812	lentil
87	15	51	29.41775858	91.27966576	6.309778113	24.24846664	muskmelon
25	21	30	28.4101009	94.72070906	5.50158009	152.6035488	coconut
32	145	200	22.2517304	91.60778147	6.084488555	104.8389407	apple
29	128	196	19.92870089	83.58737667	5.960097658	66.46542758	grapes
38	30	29	28.32735663	46.5146889	5.766523467	100.1062927	mango
9	17	32	25.94951662	93.40548703	5.842317989	172.0540491	coconut
111	41	18	23.64328417	78.1258666	6.10539819	80.96157332	cotton
35	63	19	18.03062527	20.7228732	5.502999119	100.3988492	kidneybeans
68	46	44	24.45501568	82.69396142	6.438795913	207.9691601	rice
70	42	43	23.16814977	76.66724969	6.508342839	157.1215052	jute
30	51	19	29.5043399	85.47388451	6.218923893	48.72652036	mungbean
32	68	52	32.68067385	92.61715632	6.800321319	248.8592986	papaya
90	86	52	25.85036988	81.95580471	5.793260262	119.0856171	banana
2	50	20	31.99928579	42.60995801	8.062649996	43.1258651	mothbeans
68	57	15	22.38992762	74.00863721	6.856674275	66.81625404	maize
28	8	12	31.55705386	92.91569035	6.225931852	102.9502308	orange
68	45	40	23.17566122	80.60452117	5.771452684	202.1942697	rice
104	36	34	25.82515198	53.04600699	7.299807865	152.5011325	coffee
33	45	15	28.31579938	89.41984791	6.90911739	48.50774927	mungbean
26	7	11	30.93573433	92.54037376	7.014924479	112.647375	orange
12	51	15	27.59758301	81.07027682	6.483044991	58.72013788	mungbean
34	66	19	32.97030511	60.18122078	7.586642101	73.44678678	blackgram
80	47	19	19.31355925	74.82913698	6.207205489	92.39091437	maize
56	68	79	19.69996971	14.25803981	8.608688798	82.02928339	chickpea
31	29	26	28.22373428	47.40519056	5.024124684	97.76832322	mango
58	51	48	43.67549305	92.88527739	6.714852139	134.5997868	papaya
15	120	200	22.89575422	93.67895845	5.514253142	114.0586829	apple
86	52	40	25.22061687	82.1123056	6.477489277	241.1710818	rice
27	80	17	29.12255046	63.50405304	7.337933659	66.61302785	blackgram
43	61	81	17.84888679	16.53632709	6.228320114	91.14747975	chickpea
105	18	55	28.24606943	92.12590189	6.47336742	20.21126747	muskmelon
103	85	47	26.71996714	81.72844454	5.781288767	113.3944047	banana
81	56	40	24.21013581	77.43875154	7.368050399	153.0468863	jute
106	47	22	23.88889393	79.48687955	6.517551121	89.56087009	cotton
120	48	16	22.46054478	75.40989245	7.456971816	71.85436078	cotton
14	140	201	22.17464733	81.04460124	5.7577006	67.01509773	grapes
28	121	195	21.65226827	83.74963646	6.432269482	71.41543799	grapes
15	77	20	25.13163619	66.92642362	7.399749291	49.04015558	lentil
83	15	50	29.01608792	91.24825289	6.20005704	23.21560808	muskmelon
20	20	10	11.86631922	93.68394562	6.976997772	106.060149	orange
115	33	25	24.67035338	57.7378716	6.80737671	178.3037373	coffee
40	68	21	23.15458607	21.40665307	5.800157775	86.377643	kidneybeans
29	128	201	12.93087934	80.01639435	6.409686898	67.53698879	grapes
22	59	19	28.66634464	36.54560836	6.640403274	160.9848609	pigeonpeas
14	55	19	26.71933298	56.49920305	7.445444883	127.2101053	pigeonpeas
0	80	18	25.16656491	64.81384103	6.555781685	43.85704553	lentil
88	46	43	20.0454142	82.45238393	6.573968057	272.0380212	rice
93	22	48	27.51390137	90.57967654	6.268256629	28.04086522	muskmelon
51	55	52	38.45134821	93.24660173	6.723154456	83.98128564	papaya
26	60	82	18.38609465	17.95833763	6.48088689	90.60726985	chickpea
75	41	35	24.97042599	78.62697699	6.856833064	166.6415254	jute
4	76	15	28.96581143	69.32484213	6.458587626	46.56085434	lentil
87	29	31	24.65563359	57.7250531	6.973205698	191.5855054	coffee
113	16	45	26.2178861	86.32651103	6.21343564	54.58039817	watermelon
23	138	200	9.851242629	80.22631717	5.96537863	68.42802444	grapes
15	25	43	23.81910848	89.07202921	6.454034772	104.168388	pomegranate
14	58	17	30.53684308	59.96664731	4.605700542	33.48919022	mothbeans
25	68	77	20.09340593	15.11279612	7.701446446	85.74904898	chickpea
26	23	33	27.35682065	95.80945486	6.364268342	207.7834673	coconut
15	40	30	33.91320184	49.79566519	5.947099696	93.43065566	mango
25	62	18	18.06486101	65.93562377	5.91645379	44.18279479	lentil
26	68	24	28.04849594	64.07691942	7.504930973	37.15824966	lentil
35	37	21	31.99928579	47.21229167	5.774593718	39.80807554	mothbeans
30	15	14	15.71498488	91.70115939	7.995848977	113.7225177	orange
8	61	19	26.26344555	69.92375891	7.377368741	47.73575354	lentil
16	65	19	27.61204997	69.29786244	7.043160241	42.72374404	lentil
97	35	19	19.79071251	66.08897309	6.172031787	109.7515385	maize
10	69	18	21.68663131	19.04405391	5.689456684	80.33613892	kidneybeans
102	25	45	26.98603693	86.51302936	6.251427867	50.89914342	watermelon
19	132	195	23.99686172	91.48332386	6.152993579	107.7743576	apple
32	25	35	18.09903225	85.70786282	5.892913826	107.0050976	pomegranate
20	63	24	18.31910448	39.39210043	5.491897367	149.878551	pigeonpeas
102	26	35	26.64443369	66.26482598	7.09654616	170.7104752	coffee
2	131	199	22.47420512	91.22759742	6.017370134	124.2179699	apple
35	71	22	26.0653783	53.86633293	7.144609151	102.8388678	pigeonpeas
99	26	33	25.99458108	60.30354701	7.239364523	120.1877099	coffee
19	42	18	27.9354385	86.88883855	6.759694223	46.9466146	mungbean
24	30	38	22.01136259	92.47266577	6.308499634	109.4809133	pomegranate
52	67	79	19.58203776	17.31859486	7.497222463	81.2453152	chickpea
18	69	22	22.55345535	67.22708146	6.322293413	38.19685884	lentil
62	49	16	22.46701137	59.36749853	5.987626642	82.83394318	maize
23	64	15	31.46411651	64.24882824	6.780617061	71.23393446	blackgram
72	39	41	24.44588256	76.38306501	6.902595301	172.6303375	jute
85	36	44	23.47613365	81.34525255	6.794700053	230.5653437	rice
10	77	24	23.9409454	61.40250442	6.524142622	43.57792628	lentil
84	29	49	29.94349168	93.90741192	6.251420275	20.39020503	muskmelon
98	91	54	26.13628688	82.97934059	5.505393833	95.34240675	banana
25	55	20	28.25015777	63.44180491	7.841496029	40.70777654	lentil
64	60	19	21.20365976	65.07214906	6.291695272	87.31904227	maize
91	29	45	25.638052	88.20468408	6.665092845	41.2949714	watermelon
30	133	198	21.75455399	94.86014186	6.056286346	115.3880911	apple
70	58	40	22.7810334	82.91112238	6.547268671	210.0510339	rice
10	33	35	32.29870131	48.58606136	4.9738739	94.64620332	mango
3	72	24	36.51268371	57.92887167	6.03160778	122.6539694	pigeonpeas
7	79	17	32.75273819	45.29638064	6.909727192	135.0593946	pigeonpeas
40	68	20	28.74211177	56.02926458	6.460125918	126.3242496	pigeonpeas
35	30	40	22.9214381	89.35834021	6.068023265	111.9119557	pomegranate
46	64	21	27.23266053	63.6094842	7.366230335	70.87308763	blackgram
8	138	200	30.69750762	81.0400423	6.403393014	69.64681814	grapes
96	78	52	27.34969966	80.93367076	5.93056625	114.2689361	banana
11	64	16	24.42164081	61.74853935	5.916947986	191.5973336	pigeonpeas
25	20	14	15.75630139	90.90478615	6.915581053	104.5112408	orange
26	55	24	18.52734132	64.81465664	7.186813838	47.10532586	lentil
99	55	35	21.7238313	80.2389895	6.501697816	277.9626192	rice
4	75	20	32.16791081	49.06261757	4.548202098	153.9698206	pigeonpeas
6	60	16	28.95861542	86.47824115	6.910881445	52.9679563	mungbean
93	85	47	27.73579051	80.44718932	6.209083108	97.88065737	banana
33	25	31	35.99009679	50.69675468	5.720852629	94.55297267	mango
112	28	54	24.86094646	85.05318563	6.738030547	55.29563514	watermelon
28	67	76	19.36441318	14.25803981	7.010009758	84.51601816	chickpea
99	92	54	27.61188951	83.84813153	5.962803607	104.4704028	banana
48	59	50	38.12646218	93.21568303	6.915513228	163.6897517	papaya
23	24	32	27.16587152	90.66897065	5.594372568	131.0900076	coconut
21	31	27	27.72656396	49.28195812	4.699141846	96.34634901	mango
10	125	196	22.31253665	90.03577124	5.730557448	113.0688155	apple
105	77	52	29.16226551	76.16151562	5.816622479	100.0075679	banana
93	50	40	23.446867	82.39745134	5.75982986	236.4282568	rice
83	12	50	24.31426852	84.53000335	6.187738824	48.59148351	watermelon
6	9	12	31.08368929	90.14362642	7.028746406	109.6894658	orange
100	60	20	26.54986394	59.40428882	5.812164553	104.5834805	maize
24	30	10	33.95452115	91.84307621	6.903071935	113.2044405	orange
91	60	21	23.18747405	62.14279068	6.443403771	80.43556482	maize
106	18	30	24.99713817	67.79579544	6.372288844	115.1564012	coffee
4	59	25	27.68515114	81.94268594	6.227134139	54.62243308	mungbean
86	59	17	22.62749421	66.73298741	6.066928171	108.1208807	maize
35	74	22	26.7230014	62.96841833	6.898905799	42.87274897	lentil
23	70	21	18.78993676	66.92466505	4.548202098	130.6588758	pigeonpeas
89	47	38	24.23796949	80.41218464	5.598687109	293.8731164	rice
53	62	18	28.31852554	61.65372806	7.504145308	67.82703236	blackgram
33	14	8	21.03200078	92.9641969	7.684420446	110.6823944	orange
3	58	21	25.36140526	46.82652785	9.160691747	55.60523179	mothbeans
83	93	52	27.63136994	82.26121703	5.956826191	99.59466186	banana
21	141	200	23.77685594	93.56010432	5.76380984	111.2749633	apple
12	62	19	19.96764104	67.28908434	5.91645379	46.84599613	lentil
36	64	25	20.09247264	21.60703361	5.682819998	84.81476954	kidneybeans
107	38	18	25.09297056	77.86662859	6.317373314	75.90414861	cotton
31	73	15	30.66343179	65.86619463	7.161442279	62.11381425	blackgram
43	66	79	19.46233971	15.22538951	7.976607593	74.58565097	chickpea
10	141	203	36.47615134	80.01639435	6.086347626	68.2396451	grapes
23	66	19	28.03280926	68.67557643	7.16184037	45.03135363	lentil
34	14	7	30.85588321	93.56448669	6.010391864	103.9433142	orange
32	42	22	28.91003828	86.00620775	6.721579299	51.0073148	mungbean
69	46	41	23.64124821	80.28597873	5.012139669	263.1103304	rice
95	13	46	29.84070774	93.76312893	6.126019932	23.28207838	muskmelon
76	59	44	23.20861378	80.81964903	7.563211341	298.5601175	rice
69	55	20	21.18920871	56.92949773	5.52679561	81.8534285	maize
15	19	31	35.26283034	49.70179184	4.507523551	100.8124659	mango
4	67	17	25.89737894	65.07729513	7.28749613	46.82838105	lentil
54	50	51	31.26047154	94.19434581	6.765057541	248.8592986	papaya
4	44	19	27.95639663	83.52706038	6.921993878	43.25726752	mungbean
97	19	49	28.4995516	93.75492052	6.002927293	25.37792997	muskmelon
95	35	45	24.42546675	75.3455277	6.616861725	160.1121132	jute
38	21	28	29.14477284	51.00146022	5.726665564	99.61996244	mango
13	10	7	15.03819313	91.2655233	6.485197934	104.8848848	orange
104	17	46	25.7131428	80.22972777	6.190015912	43.08961827	watermelon
9	133	200	21.98806781	91.00657817	6.135594357	109.4097035	apple
13	68	25	25.96450058	67.23738618	7.232711757	48.27819376	lentil
88	44	43	24.88696532	77.65224687	6.705349766	193.6880858	jute
23	8	7	25.38245754	91.02698244	6.492337576	108.8220722	orange
78	58	44	26.80079604	80.88684822	5.108681786	284.4364567	rice
19	52	19	30.01905289	60.38038629	8.600732313	74.44330654	mothbeans
107	26	51	29.58316149	93.35713708	6.384567343	21.71412414	muskmelon
23	21	33	28.96685453	95.36553492	5.518339055	176.4178192	coconut
85	25	47	26.11440416	87.64081095	6.29542477	58.48160844	watermelon
8	22	29	25.78739358	93.55431926	6.355022108	213.9670361	coconut
5	55	18	33.50876355	45.70976142	7.322097972	126.6738117	pigeonpeas
40	61	17	28.15929076	62.04141627	7.205038899	69.55705509	blackgram
93	24	27	25.81328555	58.28211231	7.227625278	199.4735636	coffee
17	16	14	16.39624284	92.18151927	6.625538653	102.944161	orange
58	69	84	17.65476574	18.44591603	8.469368861	79.12427953	chickpea
39	5	30	27.2370467	93.0963058	6.459131232	225.6323656	coconut
111	22	49	28.54441696	91.22002116	6.002927293	23.47633054	muskmelon
95	39	36	23.86330467	83.15250801	5.561398642	285.2493645	rice
100	80	52	27.53911354	77.25629897	6.049801781	110.3262123	banana
67	53	23	19.67214782	61.99497986	6.610077457	95.24625469	maize
17	74	22	25.31696066	67.35471554	7.395858403	48.44753954	lentil
39	30	38	20.12644921	87.59629625	6.965156738	108.065579	pomegranate
3	55	22	22.89681866	22.67751671	5.761642976	108.110114	kidneybeans
26	47	18	27.09131041	82.68837741	6.897776889	42.53263871	mungbean
28	26	33	28.82441667	95.82315719	6.023047956	154.1959259	coconut
103	71	55	27.71003053	84.97849241	6.258709308	117.1657531	banana
35	35	33	31.63896917	52.44205004	6.846406497	98.82765927	mango
4	47	20	25.97948991	64.95585424	4.193189124	72.19245835	mothbeans
28	49	18	29.62472646	86.39711697	6.77614131	56.40133447	mungbean
26	55	22	17.31274413	21.93526268	5.773330773	100.4729689	kidneybeans
115	17	55	27.57826922	94.11878202	6.776533055	28.08253201	muskmelon
94	31	31	25.50888342	50.04557009	6.435910898	152.3562627	coffee
38	77	78	17.33750618	15.91972916	7.600194345	91.99421493	chickpea
74	39	39	22.34581463	82.64132811	6.508131586	223.4445217	rice
20	18	35	27.36615012	95.82404542	6.44491423	172.3335105	coconut
30	30	29	27.33908257	48.06430223	6.105296293	93.85540559	mango
71	54	38	22.53903323	81.16586943	6.74791023	196.0730525	rice
51	65	15	31.32517704	66.47777914	7.017878304	74.52147166	blackgram
1	66	19	18.93485503	40.16933341	6.235814677	127.1024123	pigeonpeas
0	67	21	17.19747948	19.89794179	5.769817673	141.2341292	kidneybeans
15	16	45	21.68153581	89.2569312	5.872538667	110.6397674	pomegranate
120	88	46	29.90888522	80.8202648	6.141446431	103.6134915	banana
94	27	31	24.98862852	62.46224655	7.278243741	139.3962148	coffee
39	68	15	34.0042756	65.83022262	7.089925536	67.05920269	blackgram
44	59	78	20.67526473	19.85388984	7.599033472	84.78344008	chickpea
11	36	33	35.99009679	52.22780489	5.978634285	95.3713484	mango
26	10	29	27.34955912	92.21258134	5.79618603	161.578374	coconut
111	42	25	24.06409063	80.3222273	7.016438468	85.01806017	cotton
139	39	25	24.24131583	80.68540955	7.500908634	79.88363479	cotton
40	30	43	24.30420238	91.96554832	6.150068156	109.4508577	pomegranate
26	5	12	13.32670841	94.8120974	7.995848977	102.6217301	orange
39	24	44	24.96273236	91.32670181	5.700131944	103.9051902	pomegranate
50	47	48	24.63676897	90.61964344	6.712772333	218.2299187	papaya
28	76	82	20.56601874	14.25803981	6.654425315	83.75937135	chickpea
36	55	18	24.42989331	66.4614963	6.582098657	45.58882311	lentil
34	73	15	20.97195263	63.83179889	7.630424083	53.10207889	lentil
38	80	79	18.96538071	16.70287955	7.774102455	80.68118425	chickpea
20	47	20	29.5297788	82.62513599	7.065283439	49.52545411	mungbean
32	30	28	28.83829092	50.4141464	6.079941613	95.45370518	mango
31	72	79	18.09890677	17.21428839	7.779660238	83.22783393	chickpea
108	27	29	25.97658938	53.22350352	6.167025693	198.740221	coffee
56	69	17	32.64004589	69.96100028	7.17791181	61.33248206	blackgram
35	138	200	21.19909519	90.80819418	5.67130617	103.6838922	apple
96	29	31	27.47153501	57.74217539	6.309193253	115.1564012	coffee
34	48	20	29.01594469	40.5177844	6.61640361	64.63422999	mothbeans
27	126	199	30.34263206	81.54619666	5.880420745	68.57817596	grapes
90	14	47	27.71508857	90.27706735	6.143593701	21.03332313	muskmelon
35	43	18	27.7888649	84.99820953	6.469812579	38.3933798	mungbean
17	13	9	19.33137824	91.36598032	7.083307696	118.4907924	orange
13	19	9	18.81592663	90.14060935	7.650557949	106.1732878	orange
125	49	17	24.91929363	78.96498184	6.658472524	66.18020197	cotton
67	48	35	24.89838918	74.67373538	7.061278217	194.8598733	jute
21	60	21	27.82516792	89.41130484	6.854023486	56.76619157	mungbean
13	123	197	29.16606049	81.72140054	5.902501742	70.5833202	grapes
46	70	80	17.743003	18.40369684	8.643630917	80.29512038	chickpea
100	47	16	24.35348857	76.59805139	6.901586559	89.6982843	cotton
16	139	202	23.30478665	91.16642941	5.514253142	104.0830417	apple
37	56	20	29.84303146	58.88427941	3.818765345	74.44330654	mothbeans
66	53	21	26.54986394	63.61742974	6.916717565	109.7515385	maize
19	45	22	25.35697265	64.95585424	7.787941096	46.1313232	mothbeans
27	72	20	24.52193867	30.40046769	7.392399842	137.5907606	pigeonpeas
40	25	30	29.58670604	99.51191633	6.339024474	219.4093289	coconut
15	74	22	29.45938454	48.03087068	5.737311461	152.9905922	pigeonpeas
120	52	21	24.31877207	79.61325974	7.98898455	92.91932084	cotton
93	36	39	22.61077453	81.72585124	6.717333728	256.213337	rice
10	78	18	18.54141834	62.70637578	6.296976913	44.07819743	lentil
98	40	25	24.93220567	56.4736847	6.83379839	148.3843932	coffee
11	23	6	31.82380072	90.00621688	7.476696812	100.177899	orange
44	57	47	30.15878368	93.1719634	6.941277489	40.35153141	papaya
4	124	195	8.825674745	81.84646354	5.82522462	69.77263944	grapes
109	90	49	27.21271237	75.53126759	5.837439575	112.2019293	banana
119	18	46	29.39957876	93.13117234	6.421160132	26.13901635	muskmelon
113	47	16	22.88732219	82.67772141	6.111505739	70.69781201	cotton
59	62	52	43.67549305	93.10887229	6.608667684	103.8235658	papaya
102	26	29	24.86050411	58.21411135	6.778738361	162.9608308	coffee
97	26	48	25.29363119	85.46500279	6.445945201	50.37514599	watermelon
21	64	20	21.8416393	44.41066467	6.689006639	173.8341069	pigeonpeas
22	16	9	22.77058434	92.84243435	6.802222911	100.1737964	orange
111	43	19	23.35051413	84.64903194	7.680567751	77.51571534	cotton
30	136	201	22.01317446	91.94860202	6.010146301	108.4529846	apple
111	20	32	26.97617071	55.11917219	6.862032892	195.0952906	coffee
85	60	35	23.66305005	81.91530039	6.662842456	202.5096334	rice
17	18	43	24.4880844	90.83687246	5.843005428	103.1969341	pomegranate
39	56	16	22.87501234	63.04093053	6.419060701	43.41073883	lentil
22	18	33	30.41235793	52.48100602	6.621623545	93.92375879	mango
105	49	17	22.09118073	78.17090423	6.698059073	78.49783319	cotton
23	43	21	27.65988146	40.00933429	9.742979824	51.38441602	mothbeans
80	27	51	28.59880243	93.3336432	6.002927293	29.86681385	muskmelon
116	25	50	29.26092798	92.92367701	6.088885814	28.70627683	muskmelon
35	68	76	17.02498456	14.96738097	6.454584184	85.35482896	chickpea
77	52	19	22.27688593	57.09769005	5.911117016	60.65171481	maize
91	7	53	25.92137503	85.30753115	6.798624251	56.655394	watermelon
26	30	32	26.584314	95.99706485	6.073751245	131.0900076	coconut
23	23	30	32.82141065	47.45553843	4.755273631	90.89173106	mango
40	73	20	21.59343016	20.31871249	5.811314232	61.13872036	kidneybeans
101	86	48	25.43345712	84.73275855	5.705060972	105.9032148	banana
81	60	17	21.39930018	60.80411284	5.962283654	73.53990813	maize
17	79	21	21.83381977	66.45966974	7.044053097	50.36404198	lentil
36	144	196	23.65167552	94.50528753	6.496934492	115.3611268	apple
6	25	31	32.90826725	50.90406977	4.99537555	94.26814147	mango
40	11	44	24.45840036	86.10874614	6.322396027	111.3779693	pomegranate
27	55	24	25.87036197	63.60562729	7.018349638	38.25113608	lentil
14	37	25	27.00315545	52.44437378	6.587448902	91.26728495	mango
13	25	29	33.34781141	51.88391585	5.699244386	89.29147581	mango
80	51	20	20.43977234	71.52458669	5.908736269	80.7444809	maize
111	15	34	27.92374437	53.34450974	6.131490212	168.3185865	coffee
51	71	81	20.98047636	16.25465235	7.122569478	79.29465245	chickpea
83	15	49	28.92705913	91.39356832	6.438008153	23.20076686	muskmelon
31	24	32	28.68081936	49.43407694	5.799345539	99.10106277	mango
0	60	22	30.20658819	59.16023694	8.739170583	58.90095114	mothbeans
9	25	37	23.58661982	85.49308326	6.179103768	111.8731302	pomegranate
17	29	30	35.22589021	45.27228495	5.466601149	93.52207972	mango
85	21	52	29.62800691	90.10051615	6.075144116	23.69586761	muskmelon
99	60	37	20.73667676	81.15800713	5.743284579	206.8435505	rice
0	65	18	22.23641127	61.78538089	7.096893106	38.40526819	lentil
109	21	55	29.05301418	92.45533008	6.194158245	25.34610189	muskmelon
103	23	51	28.11348652	91.81408344	6.605571148	23.74123036	muskmelon
93	17	45	24.54579539	80.02621335	6.956122344	53.40406555	watermelon
54	69	82	19.44396699	17.70374559	6.385860973	81.26981903	chickpea
105	18	35	23.52648086	68.44030686	6.743417121	171.8839938	coffee
6	40	31	32.00171693	50.25516909	5.832817651	94.31849126	mango
26	22	27	31.36689637	50.89162145	5.857348079	95.1298049	mango
102	73	54	26.4020227	84.41007614	5.720726906	111.0162259	banana
34	65	23	29.5933389	66.65576923	6.566366249	65.30489563	blackgram
12	73	23	20.53535998	18.09224048	5.99812453	106.9462947	kidneybeans
83	50	44	26.42167927	83.77253427	6.002524871	173.4858273	jute
0	15	8	34.90665289	94.33765044	7.119965855	119.6946577	orange
85	50	19	20.84653975	74.82913698	6.063573223	94.10697619	maize
17	134	201	18.10901305	82.68772285	5.510924849	73.4126534	grapes
46	75	85	19.13443992	15.87786617	6.229210646	77.94113364	chickpea
10	12	13	21.46964835	92.02766578	7.152313019	110.9149129	orange
2	123	205	22.36629253	90.78572467	5.739652177	124.9831618	apple
21	40	21	25.33658859	45.7382589	7.497815833	30.92014047	mothbeans
110	5	49	25.39219743	82.17253418	6.05642834	56.09002093	watermelon
4	60	25	22.46532952	19.9453042	5.715526141	93.88180393	kidneybeans
53	71	22	31.55994983	67.70472699	6.972494999	71.15567222	blackgram
20	60	25	27.3254209	69.09047809	6.726469088	61.19250859	blackgram
33	21	35	27.60450722	54.9640534	5.656980245	90.25556937	mango
40	76	19	33.59204676	61.62608913	7.210141911	67.09026514	blackgram
17	22	31	34.01814374	53.11711748	5.321827129	91.83888061	mango
8	33	29	29.98080499	49.48613279	6.442393461	91.82271568	mango
0	23	28	31.89250477	46.65441366	6.083550998	98.00223432	mango
116	84	49	27.4196762	84.96663704	5.974774186	103.8321905	banana
140	45	23	22.98247628	83.67309367	6.530114611	91.62629957	cotton
12	129	205	22.36238282	91.15761594	6.119432215	118.6832725	apple
9	59	19	28.55787845	86.90814697	7.000544818	59.87232071	mungbean
22	73	85	18.21337977	16.75788174	7.180348197	74.37764743	chickpea
100	82	49	28.53401838	80.36878724	5.696502892	92.14165331	banana
40	136	202	22.85267372	94.5764581	5.935336308	117.5314026	apple
91	15	52	25.92969134	89.87473715	6.563808605	41.73289953	watermelon
30	58	22	29.06610694	64.49227842	6.119329742	50.87947984	lentil
60	60	75	19.63073882	16.74967427	6.47984395	80.23698823	chickpea
108	86	53	25.01018457	81.53263656	6.112990378	119.84797	banana
8	23	32	29.55506488	50.15604329	6.903771254	91.24279149	mango
24	130	203	22.85253749	81.94017027	6.402181792	67.01723349	grapes
85	46	39	25.69533351	87.74554501	6.95960892	162.3220314	jute
14	78	20	24.40516415	50.47493551	4.548507433	174.943279	pigeonpeas
45	64	19	32.61856674	62.36786617	6.793490637	70.01879409	blackgram
38	19	42	22.49697109	89.9543417	6.294749564	107.4060189	pomegranate
52	69	85	20.58540318	16.64011765	7.792907079	94.54440293	chickpea
10	15	28	28.17069854	54.21448497	5.385892105	99.92648011	mango
103	18	55	24.39864546	80.02621335	6.956508826	54.71913128	watermelon
12	73	17	26.46123102	65.54291413	7.038012962	50.11806643	lentil
39	60	45	34.98314482	94.00394985	6.746781603	97.03453014	papaya
103	35	25	23.54951935	81.24316024	7.476698849	85.30935618	cotton
80	42	44	26.4645627	84.78894272	6.667956118	171.5101333	jute
77	50	41	25.89227744	80.86247536	6.494340166	193.0631743	rice
13	129	201	22.11372689	92.26850561	6.030414552	122.5439024	apple
83	22	54	25.89762315	81.96664832	6.277245254	54.49960057	watermelon
82	20	51	25.07961971	87.74897847	6.856482803	42.96472692	watermelon
37	79	19	27.54384835	69.3478631	7.143942758	69.40878198	blackgram
100	48	18	23.27388553	80.96950084	6.73181196	71.02777759	cotton
108	30	28	26.71279393	56.77113777	6.870701672	143.0446857	coffee
60	68	53	23.0124018	93.1570063	6.922619948	248.8592986	papaya
42	68	16	34.9466155	64.13886861	7.020394496	66.35915266	blackgram
28	30	29	26.54094915	93.93212668	6.405206679	137.9341618	coconut
52	51	53	38.38231475	93.10378595	6.985804083	210.2735346	papaya
91	35	39	23.79391957	80.41817957	6.970859754	206.2611855	rice
69	67	52	27.71948962	94.43877142	6.827305908	82.83061083	papaya
8	28	30	25.51618488	94.33465411	6.015672239	135.1272491	coconut
34	41	19	28.26500695	55.92283903	6.700160529	55.6708682	mothbeans
24	27	9	18.86883219	93.24688124	6.157135092	119.3936976	orange
23	16	34	27.36904548	91.05627641	5.503614802	146.4804844	coconut
83	59	36	24.35324019	84.69817383	7.868474653	208.2049293	rice
47	62	80	20.14458935	14.55521029	7.815174038	81.35833935	chickpea
30	63	18	18.31910448	48.99144314	5.828568988	158.7629296	pigeonpeas
84	57	25	22.53510514	67.99257471	6.489040367	64.40866039	maize
19	15	41	21.29342548	91.59321642	6.005143727	106.3973089	pomegranate
76	50	18	18.88549397	67.03693819	5.974926546	106.0784168	maize
12	71	24	22.93293357	18.20903868	5.76247141	95.40607672	kidneybeans
30	16	15	19.76265596	92.47738747	6.203951949	110.993804	orange
23	13	29	27.7182589	96.30158047	6.216675552	134.2491925	coconut
19	15	6	23.46716246	92.16665385	7.082423532	117.3916846	orange
108	94	47	27.35911627	84.54625006	6.387431383	90.81250457	banana
101	24	31	24.22070023	62.25595233	6.628627058	155.961356	coffee
